problem,problem_type
Anh nắm 6 trái bóng. Anh tìm thấy 46 trái bóng nữa. Hỏi Anh có bao nhiêu trái bóng?,increase
Hà nắm 84 cái vòng. Bạn nắm 39 cái vòng. Hỏi Hà và Bạn có tổng cộng bao nhiêu cái vòng?,combine
Nga giữ 68 cuốn sách hay. Nga tìm thấy 29 cuốn sách hay nữa. Hỏi Nga có bao nhiêu cuốn sách hay?,increase
Bạn cầm 2 cái lắc tay. Mẹ cầm 100 cái lắc tay. Bạn ném 1 cái lắc tay cho Mẹ. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Vũ nắm 15 quả mận. Vũ bán đi 6 quả mận. Hỏi Vũ còn bao nhiêu quả mận?,decrease
Long cầm 73 hộp bút vàng. Con cầm 18 hộp bút vàng. Hỏi Long và Con có tất cả bao nhiêu hộp bút vàng?,combine
Hiếu giữ 42 cái kẹo. Chị giữ 33 cái kẹo. Hỏi Hiếu và Chị có tổng cộng bao nhiêu cái kẹo?,combine
Chị cầm 97 cuốn sách hay. Lan cầm 88 cuốn sách hay. Chị lấy 28 cuốn sách hay từ Lan. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_in
Lan cầm 75 hộp bút vàng. Lan bỏ ra 9 hộp bút vàng. Hỏi Lan còn bao nhiêu hộp bút vàng?,decrease
Xuân sở hữu 18 quả táo. Bạn sở hữu 48 quả táo. Xuân hiến 2 quả táo cho Bạn. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Bạn sở hữu 27 cái lắc tay. Chị sở hữu 69 cái lắc tay. Hỏi Bạn và Chị có tổng cộng bao nhiêu cái lắc tay?,combine
Trung có 50 quả táo. Trung bỏ đi 49 quả táo. Hỏi Trung còn bao nhiêu quả táo?,decrease
Vũ nắm 16 cái xe đỏ. Con nắm 96 cái xe đỏ. Vũ mua 100 cái xe đỏ từ Con. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Quân cầm 90 quả lê. Quân bán đi 8 quả lê. Hỏi Quân còn bao nhiêu quả lê?,decrease
Vũ nắm 30 cái quần trắng. Con nắm 32 cái quần trắng. Hỏi Vũ và Con có tổng cộng bao nhiêu cái quần trắng?,combine
Nga cầm 81 quyển truyện. Tuấn cầm 83 quyển truyện. Nga gửi 65 quyển truyện cho Tuấn. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Long cầm 35 cuốn sách hay. Mẹ cầm 6 cuốn sách hay. Long đưa 4 cuốn sách hay cho Mẹ. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Long cầm 1 dây tai nghe. Long bán đi 1 dây tai nghe. Hỏi Long còn bao nhiêu dây tai nghe?,decrease
Tuấn nắm 45 cái kẹo. Long nắm 65 cái kẹo. Tuấn mượn 5 cái kẹo từ Long. Hỏi mỗi người có bao nhiêu cái kẹo?,change_in
Phụng có 87 quả mận. Phụng tìm được 20 quả mận nữa. Hỏi Phụng có bao nhiêu quả mận?,increase
Long có 11 cái bàn phím. Long ăn mất 11 cái bàn phím. Hỏi Long còn bao nhiêu cái bàn phím?,decrease
Vy cầm 3 cái khẩu trang. An cầm 16 cái khẩu trang. Vy mua 60 cái khẩu trang từ An. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_in
Phụng sở hữu 9 cây thước. Long sở hữu 20 cây thước. Phụng ném 7 cây thước cho Long. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Xuân có 69 cái bánh. Lan có 34 cái bánh. Hỏi Xuân và Lan có cùng nhau bao nhiêu cái bánh?,combine
Tôi sở hữu 31 cây gậy. Tuấn sở hữu 60 cây gậy. Tôi mượn 14 cây gậy từ Tuấn. Hỏi mỗi người có bao nhiêu cây gậy?,change_in
Con cầm 71 hộp bút vàng. Con tìm được 23 hộp bút vàng nữa. Hỏi Con có bao nhiêu hộp bút vàng?,increase
Phụng sở hữu 51 quả táo. Hà sở hữu 89 quả táo. Hỏi Phụng và Hà có tổng cộng bao nhiêu quả táo?,combine
Trung nắm 15 chiếc khăn phiêu. Mẹ nắm 35 chiếc khăn phiêu. Trung nhận 40 chiếc khăn phiêu từ Mẹ. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Lan sở hữu 43 cái khẩu trang. Bạn sở hữu 17 cái khẩu trang. Lan nhận 93 cái khẩu trang từ Bạn. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_in
Xuân nắm 1 quả táo. Xuân ném đi 1 quả táo. Hỏi Xuân còn bao nhiêu quả táo?,decrease
Anh cầm 30 cái kẹo. Hà cầm 32 cái kẹo. Hỏi Anh và Hà có cùng nhau bao nhiêu cái kẹo?,combine
Long sở hữu 10 hộp bút vàng. Con sở hữu 1 hộp bút vàng. Long hiến 1 hộp bút vàng cho Con. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
Bố cầm 53 cây viết. Bố gửi đi 23 cây viết. Hỏi Bố còn bao nhiêu cây viết?,decrease
Trung cầm 71 hộp bút vàng. Mẹ cầm 75 hộp bút vàng. Hỏi Trung và Mẹ có tổng cộng bao nhiêu hộp bút vàng?,combine
Phụng cầm 94 quyển truyện. Tuấn cầm 89 quyển truyện. Phụng phân phát 48 quyển truyện cho Tuấn. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Mẹ giữ 59 quả chuối. Mẹ nhặt được 36 quả chuối nữa. Hỏi Mẹ có bao nhiêu quả chuối?,increase
Long sở hữu 11 cái kẹo. Nga sở hữu 43 cái kẹo. Long mượn 12 cái kẹo từ Nga. Hỏi mỗi người có bao nhiêu cái kẹo?,change_in
Phụng sở hữu 94 cái kẹo. Mẹ sở hữu 32 cái kẹo. Phụng cầm 48 cái kẹo từ Mẹ. Hỏi mỗi người có bao nhiêu cái kẹo?,change_in
Thầy có 6 quả lê. Con có 20 quả lê. Thầy gửi 5 quả lê cho Con. Hỏi mỗi người có bao nhiêu quả lê?,change_out
Chị có 12 cái xe đỏ. Chị mua thêm 18 cái xe đỏ nữa. Hỏi Chị có bao nhiêu cái xe đỏ?,increase
Bạn giữ 92 quả lê. Bạn mua thêm 57 quả lê nữa. Hỏi Bạn có bao nhiêu quả lê?,increase
Tuấn cầm 48 cái bàn phím. Quân cầm 33 cái bàn phím. Tuấn nhận 90 cái bàn phím từ Quân. Hỏi mỗi người có bao nhiêu cái bàn phím?,change_in
Chị có 95 quả bóng xanh. An có 57 quả bóng xanh. Hỏi Chị và An có tất cả bao nhiêu quả bóng xanh?,combine
Hiếu cầm 52 cái bàn phím. An cầm 29 cái bàn phím. Hỏi Hiếu và An có tất cả bao nhiêu cái bàn phím?,combine
Trung giữ 73 viên bi. Thầy giữ 4 viên bi. Trung nhận 11 viên bi từ Thầy. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Mẹ có 66 viên bi. Tôi có 57 viên bi. Mẹ hiến 43 viên bi cho Tôi. Hỏi mỗi người có bao nhiêu viên bi?,change_out
Hà giữ 2 cây thước. Vy giữ 75 cây thước. Hà mượn 80 cây thước từ Vy. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Bố có 49 quả cam. Lan có 96 quả cam. Hỏi Bố và Lan có tất cả bao nhiêu quả cam?,combine
Long sở hữu 30 cây viết. Long bán đi 20 cây viết. Hỏi Long còn bao nhiêu cây viết?,decrease
Anh sở hữu 39 cây viết. Anh gửi đi 36 cây viết. Hỏi Anh còn bao nhiêu cây viết?,decrease
Vy cầm 41 cuốn sách hay. Vy ném đi 13 cuốn sách hay. Hỏi Vy còn bao nhiêu cuốn sách hay?,decrease
Thầy cầm 61 cuốn sách hay. An cầm 80 cuốn sách hay. Thầy nhận 28 cuốn sách hay từ An. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_in
Tôi nắm 27 cái gối ôm. An nắm 85 cái gối ôm. Tôi đưa 12 cái gối ôm cho An. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_out
Phụng sở hữu 94 cái quần trắng. Phụng mua thêm 71 cái quần trắng nữa. Hỏi Phụng có bao nhiêu cái quần trắng?,increase
Nga sở hữu 26 chiếc khăn phiêu. Hà sở hữu 54 chiếc khăn phiêu. Nga phân phát 10 chiếc khăn phiêu cho Hà. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_out
Anh cầm 34 cái bánh. Hiếu cầm 63 cái bánh. Anh nhận 83 cái bánh từ Hiếu. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Phụng cầm 18 cái xe đỏ. Con cầm 61 cái xe đỏ. Phụng đưa 11 cái xe đỏ cho Con. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_out
Lan cầm 15 trái bóng. Phụng cầm 11 trái bóng. Lan ném 6 trái bóng cho Phụng. Hỏi mỗi người có bao nhiêu trái bóng?,change_out
Bố sở hữu 34 cây thước. Bố đặt xuống 25 cây thước. Hỏi Bố còn bao nhiêu cây thước?,decrease
Trung cầm 90 cây gậy. Trung bỏ đi 50 cây gậy. Hỏi Trung còn bao nhiêu cây gậy?,decrease
Vũ nắm 85 cây viết. Tôi nắm 84 cây viết. Vũ mua 20 cây viết từ Tôi. Hỏi mỗi người có bao nhiêu cây viết?,change_in
Bố có 100 cây thước. Bố mua thêm 33 cây thước nữa. Hỏi Bố có bao nhiêu cây thước?,increase
Bố giữ 85 quả lê. Bố mang thêm 1 quả lê nữa. Hỏi Bố có bao nhiêu quả lê?,increase
Bố nắm 26 cái quần trắng. Hà nắm 55 cái quần trắng. Bố lấy 94 cái quần trắng từ Hà. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Trung giữ 70 chiếc khăn phiêu. Long giữ 54 chiếc khăn phiêu. Trung cầm 58 chiếc khăn phiêu từ Long. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
An nắm 60 cái xe đỏ. Long nắm 73 cái xe đỏ. Hỏi An và Long có cùng nhau bao nhiêu cái xe đỏ?,combine
Long giữ 61 quyển sách. Bố giữ 91 quyển sách. Hỏi Long và Bố có tất cả bao nhiêu quyển sách?,combine
Anh có 90 cái quần trắng. Tuấn có 11 cái quần trắng. Anh nhận 54 cái quần trắng từ Tuấn. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Vũ nắm 44 cây viết. Tôi nắm 69 cây viết. Hỏi Vũ và Tôi có tất cả bao nhiêu cây viết?,combine
Xuân cầm 23 cái kẹo. Tôi cầm 84 cái kẹo. Xuân mua 5 cái kẹo từ Tôi. Hỏi mỗi người có bao nhiêu cái kẹo?,change_in
Thầy giữ 63 cây thước. Thầy bỏ ra 24 cây thước. Hỏi Thầy còn bao nhiêu cây thước?,decrease
Trung có 61 cái vòng. Anh có 34 cái vòng. Trung mua 24 cái vòng từ Anh. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Lan sở hữu 61 chiếc khăn phiêu. Anh sở hữu 23 chiếc khăn phiêu. Lan mua 75 chiếc khăn phiêu từ Anh. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Thầy sở hữu 61 cái quần trắng. Thầy bỏ ra 17 cái quần trắng. Hỏi Thầy còn bao nhiêu cái quần trắng?,decrease
Lan cầm 63 cái bánh. Chị cầm 16 cái bánh. Lan đưa 5 cái bánh cho Chị. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Tuấn cầm 55 hộp bút vàng. Anh cầm 3 hộp bút vàng. Tuấn hiến 3 hộp bút vàng cho Anh. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
Trung sở hữu 43 trái bóng. Trung bỏ ra 35 trái bóng. Hỏi Trung còn bao nhiêu trái bóng?,decrease
Lan cầm 36 chiếc khăn phiêu. Lan tìm được 8 chiếc khăn phiêu nữa. Hỏi Lan có bao nhiêu chiếc khăn phiêu?,increase
Con giữ 1 cây thước. Con bán đi 1 cây thước. Hỏi Con còn bao nhiêu cây thước?,decrease
Bạn sở hữu 18 cây gậy. Bạn gửi đi 4 cây gậy. Hỏi Bạn còn bao nhiêu cây gậy?,decrease
Mẹ giữ 33 cái kẹo. Phụng giữ 80 cái kẹo. Hỏi Mẹ và Phụng có tổng cộng bao nhiêu cái kẹo?,combine
Con cầm 86 quả bóng xanh. Mẹ cầm 63 quả bóng xanh. Con gửi 21 quả bóng xanh cho Mẹ. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Chị cầm 26 cái bánh. Chị mua thêm 95 cái bánh nữa. Hỏi Chị có bao nhiêu cái bánh?,increase
Phụng giữ 92 cây thước. Thầy giữ 5 cây thước. Hỏi Phụng và Thầy có tất cả bao nhiêu cây thước?,combine
Xuân nắm 49 cây thước. Phụng nắm 3 cây thước. Xuân nhận 25 cây thước từ Phụng. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Vy cầm 100 quả táo. Chị cầm 82 quả táo. Vy đưa 60 quả táo cho Chị. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Hiếu cầm 69 cái kẹo. Bạn cầm 86 cái kẹo. Hiếu gửi 15 cái kẹo cho Bạn. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Vy có 70 quả táo. Nga có 54 quả táo. Vy nhặt 24 quả táo từ Nga. Hỏi mỗi người có bao nhiêu quả táo?,change_in
An cầm 74 quả chuối. An bỏ đi 35 quả chuối. Hỏi An còn bao nhiêu quả chuối?,decrease
Hiếu cầm 78 cái lắc tay. Trung cầm 27 cái lắc tay. Hiếu nhận 81 cái lắc tay từ Trung. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_in
Long có 67 cây thước. Long ăn mất 64 cây thước. Hỏi Long còn bao nhiêu cây thước?,decrease
Vũ nắm 80 hộp kẹo. Tôi nắm 44 hộp kẹo. Vũ nhận 97 hộp kẹo từ Tôi. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_in
Long nắm 44 cây gậy. Long đặt xuống 23 cây gậy. Hỏi Long còn bao nhiêu cây gậy?,decrease
Quân nắm 76 quyển truyện. Tôi nắm 50 quyển truyện. Hỏi Quân và Tôi có tất cả bao nhiêu quyển truyện?,combine
Anh cầm 42 cái vòng. Anh mang thêm 40 cái vòng nữa. Hỏi Anh có bao nhiêu cái vòng?,increase
Phụng giữ 90 cái gối ôm. Bố giữ 84 cái gối ôm. Hỏi Phụng và Bố có tổng cộng bao nhiêu cái gối ôm?,combine
Chị có 21 hộp bút vàng. Anh có 36 hộp bút vàng. Chị nhặt 20 hộp bút vàng từ Anh. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
An nắm 44 hộp bút vàng. An bỏ ra 36 hộp bút vàng. Hỏi An còn bao nhiêu hộp bút vàng?,decrease
Lan cầm 62 cây viết. Con cầm 20 cây viết. Lan mượn 33 cây viết từ Con. Hỏi mỗi người có bao nhiêu cây viết?,change_in
Thầy nắm 29 cây thước. Anh nắm 49 cây thước. Hỏi Thầy và Anh có tất cả bao nhiêu cây thước?,combine
Con cầm 32 cái lắc tay. Tuấn cầm 68 cái lắc tay. Con ném 32 cái lắc tay cho Tuấn. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Con có 26 cái gối ôm. Con mua thêm 64 cái gối ôm nữa. Hỏi Con có bao nhiêu cái gối ôm?,increase
Tuấn cầm 46 cái xe đỏ. Phụng cầm 30 cái xe đỏ. Tuấn mua 14 cái xe đỏ từ Phụng. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Chị cầm 27 cái khẩu trang. Hà cầm 58 cái khẩu trang. Chị nhặt 96 cái khẩu trang từ Hà. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_in
Chị có 40 cái khẩu trang. Anh có 9 cái khẩu trang. Hỏi Chị và Anh có tổng cộng bao nhiêu cái khẩu trang?,combine
Phụng có 53 hộp kẹo. Phụng nhặt được 58 hộp kẹo nữa. Hỏi Phụng có bao nhiêu hộp kẹo?,increase
Long nắm 28 chiếc khăn phiêu. Vũ nắm 65 chiếc khăn phiêu. Long nhận 99 chiếc khăn phiêu từ Vũ. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Bố sở hữu 57 quả lê. Bố mang thêm 6 quả lê nữa. Hỏi Bố có bao nhiêu quả lê?,increase
Xuân cầm 52 cái bánh. Mẹ cầm 56 cái bánh. Xuân nhặt 68 cái bánh từ Mẹ. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Bạn cầm 14 hộp bút vàng. Hiếu cầm 21 hộp bút vàng. Bạn đưa 11 hộp bút vàng cho Hiếu. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
An sở hữu 19 cái lắc tay. An tìm thấy 4 cái lắc tay nữa. Hỏi An có bao nhiêu cái lắc tay?,increase
Hiếu giữ 93 quả cam. Quân giữ 92 quả cam. Hiếu mượn 65 quả cam từ Quân. Hỏi mỗi người có bao nhiêu quả cam?,change_in
Long cầm 1 cái vòng. Hà cầm 37 cái vòng. Long đưa 1 cái vòng cho Hà. Hỏi mỗi người có bao nhiêu cái vòng?,change_out
Mẹ giữ 23 cái quần trắng. Long giữ 4 cái quần trắng. Hỏi Mẹ và Long có cùng nhau bao nhiêu cái quần trắng?,combine
Phụng có 97 quả cam. Long có 41 quả cam. Phụng lấy 30 quả cam từ Long. Hỏi mỗi người có bao nhiêu quả cam?,change_in
Trung giữ 69 hộp bút vàng. Trung ném đi 65 hộp bút vàng. Hỏi Trung còn bao nhiêu hộp bút vàng?,decrease
Mẹ sở hữu 100 quả táo. Mẹ tìm thấy 82 quả táo nữa. Hỏi Mẹ có bao nhiêu quả táo?,increase
Bạn cầm 36 cây gậy. Thầy cầm 64 cây gậy. Hỏi Bạn và Thầy có tất cả bao nhiêu cây gậy?,combine
Xuân có 46 cuốn sách hay. An có 75 cuốn sách hay. Xuân gửi 19 cuốn sách hay cho An. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Con giữ 98 cây gậy. Con gửi đi 7 cây gậy. Hỏi Con còn bao nhiêu cây gậy?,decrease
Tôi giữ 50 quả táo. Long giữ 15 quả táo. Tôi ném 10 quả táo cho Long. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Mẹ cầm 34 hộp bút vàng. Lan cầm 57 hộp bút vàng. Hỏi Mẹ và Lan có tất cả bao nhiêu hộp bút vàng?,combine
Tôi nắm 90 quả táo. Xuân nắm 72 quả táo. Hỏi Tôi và Xuân có tất cả bao nhiêu quả táo?,combine
Phụng nắm 27 quả bóng xanh. Nga nắm 85 quả bóng xanh. Phụng cầm 61 quả bóng xanh từ Nga. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_in
Chị sở hữu 95 quả bóng xanh. Mẹ sở hữu 5 quả bóng xanh. Hỏi Chị và Mẹ có tổng cộng bao nhiêu quả bóng xanh?,combine
Tôi giữ 34 hộp kẹo. Hà giữ 7 hộp kẹo. Hỏi Tôi và Hà có tổng cộng bao nhiêu hộp kẹo?,combine
Thầy có 2 quả bóng xanh. Quân có 79 quả bóng xanh. Thầy ném 1 quả bóng xanh cho Quân. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Nga cầm 53 quyển sách. An cầm 59 quyển sách. Hỏi Nga và An có cùng nhau bao nhiêu quyển sách?,combine
Long nắm 62 cái bánh. Trung nắm 85 cái bánh. Long gửi 15 cái bánh cho Trung. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Tôi sở hữu 22 cái kẹo. Trung sở hữu 34 cái kẹo. Tôi đưa 3 cái kẹo cho Trung. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Vy có 95 cây thước. Vy bán đi 3 cây thước. Hỏi Vy còn bao nhiêu cây thước?,decrease
Trung cầm 22 cuốn sách hay. Quân cầm 100 cuốn sách hay. Trung mua 42 cuốn sách hay từ Quân. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_in
Trung nắm 68 quả cam. Nga nắm 96 quả cam. Trung lấy 34 quả cam từ Nga. Hỏi mỗi người có bao nhiêu quả cam?,change_in
Anh cầm 65 quả táo. Anh gửi đi 51 quả táo. Hỏi Anh còn bao nhiêu quả táo?,decrease
Hiếu sở hữu 36 viên bi. Vy sở hữu 38 viên bi. Hỏi Hiếu và Vy có tất cả bao nhiêu viên bi?,combine
Bố nắm 43 cái vòng. An nắm 51 cái vòng. Bố nhặt 34 cái vòng từ An. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Nga cầm 3 viên bi. An cầm 65 viên bi. Nga nhận 37 viên bi từ An. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Lan giữ 29 cái quần trắng. Tuấn giữ 50 cái quần trắng. Lan lấy 40 cái quần trắng từ Tuấn. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Mẹ cầm 16 hộp bút vàng. Thầy cầm 99 hộp bút vàng. Mẹ cầm 81 hộp bút vàng từ Thầy. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
